,name,V,P,Distance,countPeople,Price
0,0.009083915486172087,0.21428571428571427,0.11671469740634005,0.6448717948717949,0.25,0.004616568350859195
1,0.0951829604705919,0.2857142857142857,0.17002881844380405,0.0,0.0,0.08412413439343422
2,0.07529004032978732,0.21428571428571427,0.21613832853025935,0.0013512820512820512,0.25,0.06770966914593486
3,0.03876788225877891,0.5285714285714286,0.39481268011527376,0.6939384615384615,0.75,0.029238266222108233
4,0.05740195354692319,0.21428571428571427,0.21757925072046108,0.0028435897435897437,0.25,0.057424980764298535
5,0.003722151854470853,0.2285714285714286,0.10951008645533142,0.7692307692307693,1.0,0.0025647601949217746
6,0.009239328924772118,0.2857142857142857,0.10951008645533142,0.38461538461538464,1.0,0.010002564760194921
7,0.5104476528685437,0.7142857142857143,0.6253602305475504,0.0041025641025641026,0.25,0.5896383688125161
8,0.032193893805997395,0.21428571428571427,0.14985590778097982,0.45521538461538463,0.0,0.04057450628366248
9,0.07836722641406803,0.0,0.276657060518732,0.15384615384615385,0.25,0.053577840471915876
10,0.03564407214291819,0.19999999999999998,0.10662824207492795,0.3641025641025641,0.5,0.026673506027186458
11,0.04886975576778123,0.2285714285714286,0.13976945244956773,0.19743589743589743,0.25,0.038214926904334444
12,0.20661439594681755,0.21428571428571427,0.1873198847262248,0.038461538461538464,0.25,0.16645293665042318
13,0.0535321589257823,0.19999999999999998,0.17146974063400577,0.08461538461538462,0.25,0.038214926904334444
14,0.5415303561298946,0.5714285714285714,0.6930835734870316,0.05126153846153846,0.5,0.4101051551679918
15,0.01444567911787331,0.21428571428571427,0.12103746397694524,0.6923076923076923,1.0,0.011284944857655809
16,0.014057145521373224,0.2571428571428572,0.1786743515850144,0.5805384615384616,0.75,0.014747371120800205
17,0.338715818756848,0.4857142857142857,0.5518731988472623,0.0,0.0,0.5075660425750192
18,0.007312202286131679,0.2285714285714286,0.09077809798270893,0.38461538461538464,1.0,0.004257501923570146
19,0.09313150308107142,0.0,0.20893371757925072,0.00018717948717948717,0.25,0.06768402154398563
20,0.059485300018685995,0.21428571428571427,0.17435158501440923,0.25422051282051283,0.25,0.03942036419594768
21,0.0017017771526703915,0.15714285714285717,0.056195965417867436,0.5128205128205128,0.75,0.0014106181072069761
22,0.03472713285517798,0.5,0.33285302593659943,0.8974358974358975,0.75,0.027955886124647344
23,0.0943126452144317,0.7714285714285715,0.39481268011527376,0.8102564102564103,1.0,0.043344447294177996
24,0.05632960082058294,0.21428571428571427,0.17435158501440923,0.0,0.0,0.04821749166452936
25,0.030717466139297055,0.4428571428571429,0.18587896253602307,0.6794871794871795,1.0,0.012567324955116697
26,0.11760215538316938,0.2857142857142857,0.2420749279538905,0.258974358974359,0.25,0.10335983585534753
27,0.0535321589257823,0.19999999999999998,0.2219020172910663,0.33076923076923076,0.25,0.05360348807386509
28,0.10007848378649303,0.0,0.45244956772334294,0.038461538461538464,0.25,0.09207489099769171
29,0.006970292721211604,0.21428571428571427,0.1239193083573487,0.34102564102564104,1.0,0.011002821236214414
30,0.18639510758495287,0.21428571428571427,0.6642651296829971,0.0,0.0,0.17668632982816107
31,0.15141154255608485,0.2857142857142857,0.27953890489913547,0.0,0.0,0.11513208515003848
