,name,V,P,Distance,countPeople,Price
302,0.032862171591977546,0.2857142857142857,0.1786743515850144,0.32564102564102565,0.25,0.03565016670941267
303,0.01320237160907303,0.19999999999999998,0.0994236311239193,0.5666666666666667,0.0,0.008848422672480124
304,0.03688737965171848,0.5142857142857143,0.35446685878962536,0.6759948717948718,1.0,0.033059758912541676
305,0.008773088608972012,0.34285714285714286,0.14697406340057637,0.46153846153846156,1.0,0.010002564760194921
306,0.06829643559278571,0.21428571428571427,0.24639769452449567,0.0,0.0,0.07540394973070018
307,0.04967790564850142,0.21428571428571427,0.12968299711815562,0.19230769230769232,0.25,0.052321107976404206
308,0.024780672784775692,0.4571428571428572,0.27953890489913547,0.2768307692307692,1.0,0.02154398563734291
309,0.6328680306786129,0.5571428571428572,1.0,0.012397435897435898,0.25,0.8096947935368043
310,0.13625176801517366,0.21428571428571427,0.19740634005763688,0.0,0.0,0.12387791741472172
311,0.01444567911787331,0.21428571428571427,0.11815561959654179,0.5129230769230769,0.5,0.01602975121826109
312,0.05974869646978374,0.2857142857142857,0.17723342939481268,0.05,0.25,0.04206206719671711
313,0.012347597696772827,0.34285714285714286,0.14265129682997119,0.3487179487179487,0.75,0.015132085150038471
314,0.030220143135776947,0.2285714285714286,0.12103746397694524,0.4358974358974359,0.75,0.022826365734803795
315,0.010171809556372334,0.35714285714285715,0.21757925072046108,0.5128205128205128,1.0,0.003847140292382662
316,0.054620052995982556,0.21428571428571427,0.16138328530259366,0.009335897435897435,0.25,0.05026929982046679
317,0.018144518956554168,0.31428571428571433,0.1642651296829971,0.3,0.5,0.022133880482174916
318,0.1234371236080784,0.2857142857142857,0.24639769452449567,0.0,0.0,0.10487304437035137
319,0.018144518956554168,0.2857142857142857,0.08789625360230548,0.4025641025641026,0.75,0.011284944857655809
320,0.03923412257457902,0.2285714285714286,0.1138328530259366,0.41025641025641024,1.0,0.020005129520389842
321,0.11802873594479717,0.2857142857142857,0.3256484149855908,0.22058717948717949,0.5,0.13311105411644011
322,0.004343805608870993,0.2857142857142857,0.13112391930835735,0.774,1.0,0.007437804565273147
323,0.03705833443417851,0.2285714285714286,0.11959654178674352,0.04092820512820513,0.25,0.034367786611951785
324,0.1383412723698218,0.2857142857142857,0.19164265129682997,0.0,0.0,0.1450884842267248
325,0.15746570238407856,0.2571428571428572,0.3256484149855908,0.1641025641025641,0.0,0.14721723518850988
326,0.07373590594378696,0.34285714285714286,0.21757925072046108,0.4307692307692308,0.25,0.04206206719671711
327,0.021594697293474963,0.2857142857142857,0.138328530259366,0.48754102564102564,0.75,0.012439086945370608
328,0.11802873594479717,0.4857142857142857,0.38760806916426516,0.2376923076923077,0.0,0.06514490895101308
329,0.014943002121393427,0.09999999999999999,0.05043227665706052,0.40512820512820513,1.0,0.021723518850987434
330,0.18097117857781164,0.0,0.9034582132564841,0.0,0.0,0.16132341626057964
331,0.10167924220407339,0.0,0.2276657060518732,0.0,0.0,0.07535265452680175
332,0.009550155801972195,0.34285714285714286,0.0792507204610951,0.1794871794871795,0.0,0.01744036932546807
333,0.054620052995982556,0.21428571428571427,0.16138328530259366,0.0013333333333333333,0.25,0.043344447294177996
334,0.030204601791916936,0.21428571428571427,0.12103746397694524,6.41025641025641e-05,0.0,0.02949474224160041
335,0.008773088608972012,0.34285714285714286,0.1585014409221902,0.5743589743589743,1.0,0.007950756604257501
336,0.009239328924772118,0.2285714285714286,0.1037463976945245,0.3333333333333333,0.75,0.008463708643241858
337,0.003178204819370724,0.15714285714285717,0.021613832853025938,0.1794871794871795,0.5,0.008720184662734035
338,0.07140470436478642,0.7571428571428571,0.38760806916426516,0.4358974358974359,1.0,0.06001538856116953
339,0.009394742363372162,0.18571428571428572,0.04610951008645533,0.0014230769230769232,0.25,0.003847140292382662
340,0.3892096449579996,0.8428571428571429,0.6109510086455331,0.06342820512820513,0.25,0.10743780456527315
341,0.11880580313779732,0.3,0.138328530259366,0.028205128205128206,,0.09976917158245704
342,0.12020452408519763,0.34285714285714286,0.2579250720461095,0.0,0.0,0.10092331367017184
343,0.16525887993534802,0.0,0.38328530259365995,0.007692307692307693,0.0,0.10977173634265196
344,0.009239328924772118,0.31428571428571433,0.13544668587896252,0.5641025641025641,0.75,0.008720184662734035
345,0.055086293311782664,0.5285714285714286,0.3112391930835735,0.4256410256410256,1.0,0.06001538856116953
346,0.03876788225877891,0.5,0.361671469740634,0.48717948717948717,0.75,0.038214926904334444
347,0.12020452408519763,0.34285714285714286,0.2579250720461095,0.0,0.0,0.10092331367017184
348,0.10169478354793338,0.2714285714285714,0.21757925072046108,0.0,0.0,0.13311105411644011
349,0.0986626673608467,0.21428571428571427,0.21757925072046108,0.11282051282051282,0.0,0.043344447294177996
350,0.0817016510665611,0.6571428571428571,0.14265129682997119,0.05128205128205128,0.0,0.06386252885355219
351,0.17553170822681038,0.21428571428571427,0.1844380403458213,0.0005128205128205128,0.25,0.1626057963580405
352,0.29240261405403734,0.42857142857142855,0.553314121037464,0.13333333333333333,0.5,0.1036163118748397
353,0.9829045217539962,0.6285714285714287,0.8242074927953891,0.0019230769230769232,0.25,0.9615285970761733
354,0.043430285416779985,0.21428571428571427,0.1239193083573487,0.23076923076923078,0.25,0.029238266222108233
355,0.06375836318566466,0.35714285714285715,0.14697406340057637,0.0,0.0,0.05355219286996666
356,0.05530387212582271,0.21428571428571427,0.23631123919308358,5.128205128205128e-05,0.0,0.05614260066683765
357,0.20661439594681755,0.21428571428571427,0.1873198847262248,0.003076923076923077,0.0,0.17799435752757117
358,0.008027088562347984,0.2857142857142857,0.1138328530259366,0.5128205128205128,0.75,0.001923544498589382
359,0.07793486622788272,0.21428571428571427,0.1786743515850144,0.0,0.0,0.06334932033854834
360,0.010560358694216286,0.4714285714285714,0.19740634005763688,0.31085641025641025,0.75,0.011669658886894075
361,0.05530387212582271,0.2285714285714286,0.138328530259366,0.041025641025641026,0.25,0.03859964093357271
362,0.07365819922448695,0.2857142857142857,0.28530259365994237,0.18461538461538463,0.0,0.06386252885355219
